,tweet_id,retweet_count,favorite_count,in_reply_to_status_id,in_reply_to_user_id,timestamp,text,rating_numerator,rating_denominator,name,dog_category
7644,693280720173801472,1403,3669,,,2016-01-30 03:52:58,This is Sadie and her 2 pups Shebang &amp; Ruffalo. Sadie says single parenting is challenging but rewarding. All 10/10 https://t.co/UzbhwXcLne,10.0,10,Sadie,puppo
7646,693262851218264065,568,2459,,,2016-01-30 02:41:58,I hope you guys enjoy this beautiful snowy pupper as much as I did. 11/10 https://t.co/DYUsHtL2aR,11.0,10,,puppo
7650,693095443459342336,523,2056,,,2016-01-29 15:36:45,This is Milo. He doesn't understand your fancy human gestures. Will lick instead. 10/10 can't faze this pupper https://t.co/OhodPIDOpW,10.0,10,Milo,puppo
7652,692905862751522816,998,2683,,,2016-01-29 03:03:25,This is Wally. He's being abducted by aliens. 10/10 poor pupper https://t.co/EiF659Bgjn,10.0,10,Wally,puppo
7655,692828166163931137,998,3148,,,2016-01-28 21:54:41,This pupper just descended from heaven. 12/10 can probably fly https://t.co/X6X9wM7NuS,12.0,10,,puppo
7656,692752401762250755,4124,7496,,,2016-01-28 16:53:37,"""Hello yes could I get one pupper to go please thank you""
Both 13/10 https://t.co/kYWcXbluUu",13.0,10,,puppo
7660,692417313023332352,3917,10275,,,2016-01-27 18:42:06,Meet Herschel. He's slightly bigger than ur average pupper. Looks lonely. Could probably ride 7/10 would totally pet https://t.co/VGaIMktX10,7.0,10,Herschel,puppo
7662,692158366030913536,896,2369,,,2016-01-27 01:33:08,This is Edgar. He's a Sassafras Puggleflash. Nothing satisfies him. Not since the war. 10/10 cheer up pup https://t.co/1NgMb9BTWB,10.0,10,Edgar,puppo
7669,691483041324204033,656,2608,,,2016-01-25 04:49:38,When bae says they can't go out but you see them with someone else that same night. 5/10 &amp; 10/10 for heartbroken pup https://t.co/aenk0KpoWM,5.0,10,,puppo
7674,691096613310316544,1019,3253,,,2016-01-24 03:14:07,Here we see one dog giving a puptalk to another dog. Both are focused af. Left one has powerful feet. 11/10 for both https://t.co/fUacc13OrW,11.0,10,,puppo
7677,690959652130045952,1421,3902,,,2016-01-23 18:09:53,This golden is happy to refute the soft mouth egg test. Not a fan of sweeping generalizations. 11/10 #notallpuppers https://t.co/DgXYBDMM3E,11.0,10,,puppo
7691,690015576308211712,836,2740,,,2016-01-21 03:38:27,This pupper can only sleep on shoes. It's a crippling disease. Tearing his family apart. 12/10 I'd totally pet tho https://t.co/03XlvS8izg,12.0,10,,puppo
7695,689977555533848577,502,1490,,,2016-01-21 01:07:23,Happy Wednesday here's a pup wearing a beret. 12/10 please enjoy https://t.co/MXedEzSHIf,12.0,10,,puppo
7696,689905486972461056,787,2651,,,2016-01-20 20:21:00,"Say hello to Gizmo. He's quite the pupper. Confused by bed, but agile af. Can barely catch on camera. 11/10 so quick https://t.co/IE4ZblyZRY",11.0,10,Gizmo,puppo
7701,689623661272240129,748,2467,,,2016-01-20 01:41:08,This is Lucy. She's terrified of the stuffed billed dog. 10/10 stay strong pupper https://t.co/QnvSjjyh7n,10.0,10,Lucy,puppo
7704,689517482558820352,1609,3735,,,2016-01-19 18:39:13,This is Carl. He just wants to make sure you're having a good day. 12/10 just a swell pup https://t.co/Wk3XCnmDvm,12.0,10,Carl,puppo
7711,689143371370250240,579,2232,,,2016-01-18 17:52:38,Meet Trip. He likes wearing costumes that aren't consistent with the season to screw with people 10/10 tricky pupper https://t.co/40w7TI5Axv,10.0,10,Trip,puppo
7712,688916208532455424,983,3003,,,2016-01-18 02:49:58,This pupper just wants to say hello. 11/10 would knock down fence for https://t.co/A8X8fwS78x,11.0,10,,puppo
7715,688894073864884227,792,2462,,,2016-01-18 01:22:00,This is Hamrick. He's covered in corn flakes. Silly pupper. Looks congested. 7/10 considerably petable https://t.co/ROPZcAMQKI,7.0,10,Hamrick,puppo
7720,688519176466644993,825,2520,,,2016-01-17 00:32:18,This pupper is sprouting a flower out of her head. 12/10 revolutionary af https://t.co/glmvQBRjv4,12.0,10,,puppo
7723,688179443353796608,669,2328,,,2016-01-16 02:02:19,This is Lizzie. She's about to fist bump the large ridable maned pupper. She's very excited. 10/10 for both dogs https://t.co/mFhvtX36om,10.0,10,Lizzie,puppo
7728,687818504314159109,1080,2758,,,2016-01-15 02:08:05,With great pupper comes great responsibility. 12/10 https://t.co/hK6xB042EP,12.0,10,,puppo
7730,687732144991551489,750,1935,,,2016-01-14 20:24:55,This is Ember. That's the q-tip she owes money to. 11/10 pay up pup. (vid by @leanda_h) https://t.co/kGRcRjRJRl,11.0,10,Ember,puppo
7731,687704180304273409,950,2660,,,2016-01-14 18:33:48,Say hello to Blakely. He thinks that's a hat. Silly pupper. That's a nanner. 9/10 https://t.co/UwOV1jqKRt,9.0,10,Blakely,puppo
7735,687476254459715584,619,2187,,,2016-01-14 03:28:06,This is Curtis. He's a fluffball. 11/10 would snug this pupper https://t.co/1DzInODwrj,11.0,10,Curtis,puppo
7739,687312378585812992,2146,4777,,,2016-01-13 16:36:55,"""You got any games on your phone"" 7/10 for invasive brown Dalmatian pupper https://t.co/yzGR9xjE9Q",7.0,10,,puppo
7744,687096057537363968,695,2449,,,2016-01-13 02:17:20,This pupper's New Year's resolution was to become a Hershey's kiss. 11/10 she's super pumped about it https://t.co/D7jYj6vdwC,11.0,10,,puppo
7746,686760001961103360,1551,3852,,,2016-01-12 04:01:58,This pupper forgot how to walk. 12/10 happens to all of us (vid by @bbuckley96) https://t.co/KFTrkSOuu3,12.0,10,,puppo
7747,686749460672679938,1666,3812,,,2016-01-12 03:20:05,Strange pup here. Easily manipulated. Rather inbred. Sharp for a dog. Appears uncomfortable. 8/10 would still pet https://t.co/nSQrhwbk1V,8.0,10,,puppo
7749,686683045143953408,912,3072,,,2016-01-11 22:56:10,This is Mona. She's a Yarborough Splishnsplash. Lost body during Nam. 11/10 revolutionary pupper https://t.co/pgD6h0yhgz,11.0,10,Mona,puppo
7750,686618349602762752,1544,4042,,,2016-01-11 18:39:05,This is Olivia. She just saw an adult wearing crocs. 11/10 poor pupper. No one should witness such a thing https://t.co/yJVTi1DjJc,11.0,10,Olivia,puppo
7752,686394059078897668,769,1928,,,2016-01-11 03:47:50,This pup's having a nightmare that he forgot to type a paper due first thing in the morning. 12/10 (vid by ... https://t.co/CufnbUT0pB,12.0,10,,puppo
7754,686377065986265092,637,2433,,,2016-01-11 02:40:19,Meet Birf. He thinks he's gone blind. 10/10 very frightened pupper https://t.co/oDkspjNWYX,10.0,10,Birf,puppo
7755,686358356425093120,776,2398,,,2016-01-11 01:25:58,Heartwarming scene here. Son reuniting w father after coming home from deployment. Very moving. 10/10 for both pups https://t.co/95JJevQOWW,10.0,10,,puppo
7759,686007916130873345,472,2704,,,2016-01-10 02:13:27,This pupper has a magical eye. 11/10 I can't stop looking at it https://t.co/heAGpKTpPW,11.0,10,,puppo
7761,685943807276412928,696,1801,,,2016-01-09 21:58:42,This is the newly formed pupper a capella group. They're just starting out but I see tons of potential. 8/10 for all https://t.co/wbAcvFoNtn,8.0,10,the,puppo
7763,685667379192414208,666,2579,,,2016-01-09 03:40:16,This is Marty. He has no idea what happened here. Never seen this stuff in his life. 9/10 very suspicious pupper https://t.co/u427woxFpJ,9.0,10,Marty,puppo
7765,685641971164143616,885,3218,,,2016-01-09 01:59:19,This is Otis. He just passed a cop while going 61 in a 45. Very nervous pupper. 7/10 https://t.co/jJS8qQeuNO,7.0,10,Otis,puppo
7766,685547936038666240,17465,35052,,,2016-01-08 19:45:39,Everybody needs to read this. Jack is our first 14/10. Truly heroic pupper https://t.co/3m6bNGXWnM,14.0,10,,puppo
7770,685315239903100929,1234,3676,,,2016-01-08 04:21:00,I would like everyone to appreciate this pup's face as much as I do. 11/10 https://t.co/QIe7oxkSNo,11.0,10,,puppo
7772,685268753634967552,1371,3419,,,2016-01-08 01:16:17,This is Hubertson. He's a Carmel Haberdashery. Enjoys long summer days on his boat. Very peaceful pupper. 10/10 https://t.co/vzCl35fKlZ,10.0,10,Hubertson,puppo
7774,685169283572338688,1620,4489,,,2016-01-07 18:41:01,Meet Gerbald. He just found out he's adopted. Poor pupper. Snazzy tongue tho. 11/10 would hold close in time of need https://t.co/UfGkB9Wrud,11.0,10,Gerbald,puppo
7776,684940049151070208,1191,3523,,,2016-01-07 03:30:07,This is Oreo. She's a photographer and a model. Living a double pupple life. 12/10 such talent much cute would pet https://t.co/zNeLxJeAoL,12.0,10,Oreo,puppo
7780,684880619965411328,936,2305,,,2016-01-06 23:33:58,Here we have a basking dino pupper. Looks powerful. Occasionally shits eggs. Doesn't want the holidays to end. 5/10 https://t.co/DnNweb5eTO,5.0,10,,puppo
7781,684830982659280897,24514,38551,,,2016-01-06 20:16:44,This little fella really hates stairs. Prefers bush. 13/10 legendary pupper https://t.co/e3LPMAHj7p,13.0,10,,puppo
7784,684588130326986752,1592,4489,,,2016-01-06 04:11:43,This pupper just got his first kiss. 12/10 he's so happy https://t.co/2sHwD7HztL,12.0,10,,puppo
7788,684200372118904832,1177,2394,,,2016-01-05 02:30:55,Gang of fearless hoofed puppers here. Straight savages. Elevated for extra terror. Front one has killed before 6/10s https://t.co/jkCb25OWfh,6.0,10,,puppo
7792,684147889187209216,1703,3265,,,2016-01-04 23:02:22,This is Sweets the English Bulldog. Waves back to other bikers. 12/10 just a fantastic friendly pupper https://t.co/WYiFzuX7D4,12.0,10,Sweets,puppo
7793,684122891630342144,539,2176,,,2016-01-04 21:23:02,Heartwarming scene of two pups that want nothing more than to be together. Touching af. Great tongue. Both 11/10 https://t.co/k32mSlRx0j,11.0,10,,puppo
7795,683857920510050305,1262,4163,,,2016-01-04 03:50:08,Meet Sadie. She fell asleep on the beach and her friends buried her. 10/10 can't trust fellow puppers these days https://t.co/LoKVvc1xAW,10.0,10,Sadie,puppo
7798,683834909291606017,1265,2880,,,2016-01-04 02:18:42,Here we see a faulty pupper. Might need to replace batteries. Try turning off &amp; back on again. 9/10 would still pet https://t.co/O1E4AtHVxO,9.0,10,,puppo
7799,683828599284170753,1195,3053,,,2016-01-04 01:53:37,Breathtaking pupper here. Should be on the cover of Dogue. Top-notch tongue. Appears considerably fluffy. 12/10 https://t.co/Eeh3yfdglS,12.0,10,,puppo
7802,683515932363329536,3291,8058,,,2016-01-03 05:11:12,HEY PUP WHAT'S THE PART OF THE HUMAN BODY THAT CONNECTS THE FOOT AND THE LEG? 11/10 so smart https://t.co/XQ1tRUmO3z,11.0,10,,puppo
7804,683481228088049664,1118,2878,,,2016-01-03 02:53:17,Meet Banjo. He's a Peppercorn Shoop Da Whoop. Nails look lethal. Skeptical of luminescent orb 11/10 stay woke pupper https://t.co/H7NZFumpKq,11.0,10,Banjo,puppo
7805,683462770029932544,761,2676,,,2016-01-03 01:39:57,"""Hello forest pupper I am house pupper welcome to my abode"" (8/10 for both) https://t.co/qFD8217fUT",8.0,10,,puppo
7809,683142553609318400,1173,3162,,,2016-01-02 04:27:31,Meet Brandy. She's a member of the Bloods. Menacing criminal pupper. Soft spot for flowers tho. 9/10 pet w caution https://t.co/hhIA3coiAJ,9.0,10,Brandy,puppo
7810,683111407806746624,1034,3736,,,2016-01-02 02:23:45,This is Larry. He thought the New Year's parties were tonight. 10/10 poor pupper. Maybe next year https://t.co/h3X0jK8MVM,10.0,10,Larry,puppo
7812,683078886620553216,634,2176,,,2016-01-02 00:14:32,Here we see a nifty leaping pupper. Feet look deadly. Sad that the holidays are over. 9/10 undeniably huggable https://t.co/ny8mnXhGOW,9.0,10,,puppo
7815,682788441537560576,1258,2706,,,2016-01-01 05:00:24,"Happy New Year from your fav holiday squad! 🎉 12/10 for all

Here's to a pupper-filled year 🍻🐶🐶🐶 https://t.co/ZSdEj59FGf",12.0,10,,puppo
7818,682662431982772225,1207,3326,,,2015-12-31 20:39:41,Meet Joey and Izzy. Joey only has one ear that works and Izzy wants 2015 to be over already. Both great pups. 11/10s https://t.co/WgQTIQ93BB,11.0,10,Joey,puppo
7819,682638830361513985,675,2266,,,2015-12-31 19:05:54,I have no words. Just a magnificent pup. 12/10 https://t.co/viwWHZgX8j,12.0,10,,puppo
7821,682406705142087680,2019,8319,,,2015-12-31 03:43:31,This is Patrick. He's a bigass pupper. 7/10 https://t.co/J9DXBFoAQe,7.0,10,Patrick,puppo
7824,682303737705140231,1135,3389,,,2015-12-30 20:54:22,This is Todo. He's screaming because he doesn't want to wear his sweater or a seat belt. 9/10 gotta buckle up pup https://t.co/Nm8Spw4HbD,9.0,10,Todo,puppo
7833,681891461017812993,951,2706,,,2015-12-29 17:36:07,Say hello to Charlie. He's scholarly af. Quite intimidating with all his pupper knowledge 10/10 even built that fire https://t.co/9KThv6z8u5,10.0,10,Charlie,puppo
7834,681694085539872773,4581,14010,,,2015-12-29 04:31:49,This is Bo. He's a Benedoop Cumbersnatch. Seems frustrated with own feet. Portable as hell. 11/10 very solid pupper https://t.co/TONMhRoQh7,11.0,10,Bo,puppo
7835,681679526984871937,499,1923,,,2015-12-29 03:33:58,Can you spot Toby the guilty pupper? 7/10 would be higher but he made quite the mess shredding his stuffed pals https://t.co/3uCcDEJLXs,7.0,10,,puppo
7836,681654059175129088,1045,2903,,,2015-12-29 01:52:46,This is Toffee. He's a happy pupper. Appears dangerously fluffy. Extraordinarily spherical. 12/10 would pet firmly https://t.co/oEXEKt3MHu,12.0,10,Toffee,puppo
7841,681320187870711809,863,2918,,,2015-12-28 03:46:05,This is Glacier. He's a very happy pup. Loves to sing in the sunlight. 11/10 https://t.co/jTBPqKgkz7,11.0,10,Glacier,puppo
7846,681231109724700672,540,2629,,,2015-12-27 21:52:07,I just love this pic. 11/10 this pupper is going places https://t.co/P16uhh1PbI,11.0,10,,puppo
7850,680934982542561280,497,2285,,,2015-12-27 02:15:25,Say hello to Sadie. She's a Tortellini Sidewinder. Very jubilant pup. Seems loyal. Leaves on point. 10/10 petable af https://t.co/g2bTu4ayPl,10.0,10,Sadie,puppo
7852,680889648562991104,418,1945,,,2015-12-26 23:15:17,This is Cheesy. It's her birthday. She's patiently waiting to eat her party muffin. 9/10 happy birthday pup https://t.co/cH2H7mch2H,9.0,10,Cheesy,puppo
7853,680836378243002368,1513,3766,,,2015-12-26 19:43:36,This is Ellie. She's secretly ferocious. 12/10 very deadly pupper https://t.co/BF4BW8LUgb,12.0,10,Ellie,puppo
7858,680583894916304897,1514,3939,,,2015-12-26 03:00:19,This is Penny. Her tennis ball slowly rolled down her cone and into the pool. 8/10 bad things happen to good puppers https://t.co/YNWU7LeFgg,8.0,10,Penny,puppo
7860,680473011644985345,844,2778,,,2015-12-25 19:39:43,"This is Hector. He thinks he's a hammer. Silly Hector. You're a pupper, not a hammer. 10/10 https://t.co/OdUFuZIXiI",10.0,10,Hector,puppo
7864,680191257256136705,577,2356,,,2015-12-25 01:00:07,Here's a sleepy Christmas pupper 11/10 https://t.co/KXg0f8GNQ9,11.0,10,,puppo
7865,680176173301628928,1760,4263,,,2015-12-25 00:00:11,This pupper is patiently waiting to scare the shit out of Santa. 10/10 https://t.co/NhXo67K6yt,10.0,10,,puppo
7867,680145970311643136,1972,3955,,,2015-12-24 22:00:10,Say hello to Kawhi. He was doing fine until his hat fell off. He got it back though. 10/10 deep breaths pupper https://t.co/N5pM6WBx7e,10.0,10,Kawhi,puppo
7870,680100725817409536,1554,3891,,,2015-12-24 19:00:23,This pupper is not coming inside until she catches a snowflake on her tongue. 11/10 the determination is palpable https://t.co/lvMYbmKq8H,11.0,10,,puppo
7877,679854723806179328,1402,3143,,,2015-12-24 02:42:51,This is Bruce. He's a rare pup. Covered in Frosted Flakes. Nifty gold teeth. Overall good dog. 7/10 would pet firmly https://t.co/RtxxACzZ8A,7.0,10,Bruce,puppo
7879,679828447187857408,15839,39726,,,2015-12-24 00:58:27,Everybody look at this beautiful pupper 13/10 https://t.co/hyAC5Hq9GC,13.0,10,,puppo
7880,679777920601223168,1281,3390,,,2015-12-23 21:37:40,This is Rinna. She's melting. 10/10 get inside pupper https://t.co/PA0czwucsb,10.0,10,Rinna,puppo
7881,679736210798047232,918,2311,,,2015-12-23 18:51:56,This pup's name is Sabertooth (parents must be cool). Ears for days. Jumps unannounced. 9/10 would pet diligently https://t.co/iazoiNUviP,9.0,10,,puppo
7885,679527802031484928,823,2892,,,2015-12-23 05:03:47,This little pupper just arrived. 11/10 would snug https://t.co/DA5aqnSGfB,11.0,10,,puppo
7887,679503373272485890,1673,3484,,,2015-12-23 03:26:43,This is Dwight. He's a pointy pupper. Very docile. Attracts marshmallows. Hurts to pet but definitely worth it 8/10 https://t.co/jjW7zTxY9Z,8.0,10,Dwight,puppo
7890,679405845277462528,1364,2594,,,2015-12-22 20:59:10,Crazy unseen footage from Jurassic Park. 10/10 for both dinosaur puppers https://t.co/L8wt2IpwxO,10.0,10,,puppo
7896,679047485189439488,781,2460,,,2015-12-21 21:15:11,This dog doesn't know how to stairs. Quite tragic really. 9/10 get it together pup https://t.co/kTpr9PTMg1,9.0,10,,puppo
7900,678800283649069056,1018,2810,,,2015-12-21 04:52:53,Here's a pupper with some mean tan lines. Snazzy sweater though 12/10 https://t.co/DpCSVsl6vu,12.0,10,,puppo
7907,678708137298427904,2753,6082,,,2015-12-20 22:46:44,Here we are witnessing a wild field pupper. Lost his wallet in there. Rather unfortunate. 10/10 good luck pup https://t.co/sZy9Co74Bw,10.0,10,,puppo
7909,678446151570427904,1785,4358,,,2015-12-20 05:25:42,Touching scene here. Really stirs up the emotions. The bond between father &amp; son. So beautiful. 10/10 for both pups https://t.co/AJWJHov5gx,10.0,10,,puppo
7913,678389028614488064,473,2044,,,2015-12-20 01:38:42,"This is Bella. She just learned that her final grade in chem was a 92.49 
poor pupper 11/10 https://t.co/auOoKuoveM",11.0,10,Bella,puppo
7915,678341075375947776,612,1896,,,2015-12-19 22:28:09,This pupper likes tape. 12/10 https://t.co/cSp6w5GWgm,12.0,10,,puppo
7917,678278586130948096,6857,12531,,,2015-12-19 18:19:51,Another spooky pupper here. Most definitely floating. No legs. Probably knows some dark magic. 10/10 very spooked https://t.co/JK8MByRzgj,10.0,10,,puppo
7918,678255464182861824,418,1726,,,2015-12-19 16:47:58,This is Jessifer. She is a Bismoth Teriyaki. Flowers being attacked by hurricanes on bandana (rad). 9/10 stellar pup https://t.co/nZhmRwZzWv,9.0,10,Jessifer,puppo
7926,677673981332312066,1677,3603,,,2015-12-18 02:17:22,Endangered triangular pup here. Could be a wizard. Caught mid-laugh. No legs. Just fluff. Probably a wizard. 9/10 https://t.co/GFVIHIod0Z,9.0,10,,puppo
7930,677565715327688705,513,1409,,,2015-12-17 19:07:09,Contortionist pup here. Inside pentagram. Clearly worships Satan. Known to slowly push fragile stuff off tables 6/10 https://t.co/EX9oR55VMe,6.0,10,,puppo
